V101_codierer,V102_gruppe,Fallzahl,V103_teilnehmer,V104_start,V105_end,V201_adressat,V202_bezug,V203_thema,V204_bewertung_merkel,V205_bewertung_steinbrueck,V206_persuasion,V300_transkript,V301_primaermuster,V302_sekundaermuster,V401_zustimmung,V402_ablehnung,Dauer,Gewichtungsfaktor,ValideKH
4,6,186,1,0:29:36,0:29:36,80,10,31,9,9,3,Ja.,40,60,0,0,1,1.022,1
4,6,187,1,0:29:39,0:29:40,80,10,31,9,9,3,"(zeigt auf den Fernseher) Ich bin gespannt, ob die noch zu Syrien kommen.",40,60,0,0,1,1.022,1
4,6,188,2,0:29:41,0:29:42,80,10,31,9,9,3,"Joa, vermutlich.",40,60,0,0,1,1.022,1
4,6,189,2,0:29:58,0:30:03,80,31,38,9,9,3,"Joa, das war doch bei unserem Banktermin auch ziemlich bescheiden, was wir dann da zu hören gekriegt haben.",50,99,0,0,5,1.022,1
4,6,190,1,0:30:04,0:30:04,80,31,38,9,9,3,Ja? (fragend),50,99,0,0,1,1.022,1
4,6,191,2,0:30:04,0:30:16,80,31,38,9,9,3,"Ja, das war halt ungefähr das, was er gerade gesagt hat. Das war halt so: ""Ja, das ist ja schön, dass sie so viel Geld anlegen wollen, beschissenster Zeitpunkt, den Sie sich hätten aussuchen können."" Das war so ungefähr // die ganze Aussage. //",50,99,0,0,12,1.022,1
4,6,192,1,0:30:14,0:30:16,80,31,38,9,9,3,"Ja. (.) // Ja ja, stimmt. //",50,99,0,0,2,1.022,1
4,6,193,2,0:30:17,0:30:25,80,31,38,9,9,3,"Ne? ""Schreckliche Zeit zum Sparen, wenn Sie irgendwas Großes kaufen müssen, dann rennen Sie los und kaufen es!"" Original so.",50,99,0,0,8,1.022,1
4,6,194,1,0:30:23,0:30:23,80,31,38,9,9,3,"Mhmh. (zustimmend, nickt)",50,99,0,0,1,1.022,1
4,6,195,2,0:31:00,0:31:04,80,31,38,9,3,2,"Mmh, also die Gläubiger der Banken zu bestrafen ist doch irgendwie komisch, oder nicht?",30,60,0,0,4,1.022,1
4,6,196,1,0:31:07,0:31:07,80,31,38,9,9,3,Joa. (überlegt),30,99,0,0,1,1.022,1
4,6,197,2,0:31:10,0:31:11,80,31,38,9,9,3,"Nee, warte mal.",30,99,0,0,1,1.022,1
4,6,198,1,0:31:13,0:31:18,80,31,38,9,9,3,"Naja, theoretisch sind das halt die Aktionäre, ne? Von Banken. (.) Als Beispiel.",30,99,0,0,5,1.022,1
4,6,199,2,0:31:19,0:31:20,80,31,38,9,1,2,"Ja gut, die kann man bestrafen.",30,60,0,0,1,1.022,1
4,6,200,1,0:31:20,0:31:22,80,31,38,9,9,3,Die ihr Kapital da drin haben.,30,99,0,0,2,1.022,1
4,6,201,2,0:31:22,0:31:25,80,31,38,9,1,2,"Ja gut, das ist dann ja vielleicht doch sinnvoll. Vielleicht habe ich das irgendwie falsch verstanden.",30,60,0,0,3,1.022,1
4,6,202,1,0:31:54,0:31:55,99,21,38,3,9,2,Und jetzt schon wieder das gleiche.,40,60,0,0,1,1.022,1
4,6,203,2,0:32:09,0:32:10,80,21,38,3,9,2,"(verdreht die Augen, atmet laut aus und schaut Partner an)",99,99,0,1,1,1.022,1
4,6,204,2,0:32:23,0:32:29,80,21,38,3,9,2,"(laute Einatmen, Augen verdrehen) Jetzt labern die schon wieder darüber, wie toll das doch alles wäre, ey.",40,60,0,1,6,1.022,1
4,6,205,1,0:32:30,0:32:34,80,21,38,3,9,2,"Naja, das ist halt alles so genau: ""Es wird schon gut werden, wenn ich weiter // Kanzlerin bleibe."" //",40,60,0,0,4,1.022,1
4,6,206,2,0:32:33,0:32:41,80,21,38,3,9,2,"// Ja. // So gut, solange ich hier rumziehe wird alles immer besser. (...) PS: Keine Automaut.",70,60,0,0,8,1.022,1
4,6,207,1,0:32:42,0:32:43,80,21,38,3,9,2,"(Lacht) Ja, genau.",70,60,0,0,1,1.022,1
4,6,208,1,0:32:49,0:32:50,80,21,41,2,9,3,Ob die schon eine SMS von Seehofer hat?,70,99,0,0,1,1.022,1
4,6,209,2,0:32:51,0:32:52,80,21,41,2,9,3,"Ja! ""Ich hasse dich jetzt!""",70,99,0,0,1,1.022,1
4,6,210,1,0:32:52,0:32:53,80,21,41,2,9,3,"Jaha, genau. (lacht)",70,99,0,0,1,1.022,1
4,6,211,2,0:32:53,0:32:54,80,21,41,2,9,3,"""Geht doch nicht!""",70,99,0,0,1,1.022,1
4,6,212,1,0:32:54,0:32:55,80,21,41,2,9,3,Smiley nach unten.,70,99,0,0,1,1.022,1
4,6,213,2,0:32:56,0:33:01,80,21,41,3,9,2,"Jahaha, genau, (schreibt in die Luft) ""Echt nicht? Smiley nach unten. Oder nur gelogen? Smiley // nach unten. // (lacht)",70,60,0,0,5,1.022,1
4,6,214,1,0:33:01,0:33:02,80,21,41,3,9,2,"(schreibt in die Luft) // Smiley nach unten, genau. // (lacht)",70,60,0,0,1,1.022,1
4,6,215,2,0:33:04,0:33:16,80,21,41,3,9,2,"Ja, (schreibt in die Luft) ""echt nicht, Fragezeichen, Smiley nach unten, oder wieder nur gelogen, Smiley nach oben."" (lacht) Hach. (..) Smiley nach unten.",70,60,0,0,12,1.022,1
4,6,216,2,0:33:22,0:33:33,80,21,41,9,9,3,"Mein Chef hatte letztens auf einer Notiz für unsere Büroleitung einen Smiley nach unten, und da habe ich irgendwie den Respekt vor dem verloren, weil ich halt sowas NIE machen würde.",50,70,0,0,11,1.022,1
4,6,217,1,0:33:31,0:33:34,80,21,41,9,9,3,(lacht laut) (unv.),50,70,0,0,3,1.022,1
4,6,218,2,0:33:35,0:33:40,80,21,41,9,9,3,"Ja, oder würdest du einem Mitarbeiter von dir eine Notiz mit Smiley nach unten hinlegen? (.) Total Schädel!",50,70,0,0,5,1.022,1
4,6,219,1,0:33:39,0:33:39,80,21,41,9,9,3,"(schüttelt den Kopf, lacht) Nee.",50,70,0,0,1,1.022,1
4,6,220,1,0:33:48,0:33:48,99,21,38,3,9,3,(lautes Ausatmen),99,99,0,1,1,1.022,1
4,6,221,2,0:33:52,0:33:55,80,21,38,3,9,2,"Alles muss nur irgendwie weitergehen und alles muss bleiben, wie es ist.",60,70,0,0,3,1.022,1
4,6,222,1,0:33:55,0:34:16,80,21,38,9,9,2,"Mir fehlt bei der Diskussion total, dass halt nur um Finanzen und Wirtschaft geht. Das ist auch wichtig, aber dabei wird vergessen, wenn das eben nicht läuft, dass die sozialen Folgen viel größer sind. Wenn du fünfzig Prozent Jugendarbeitslosigkeit in Spanien hast, dass dann irgendwann das System um die Ohren fliegt, keiner mehr an Demokratie glaubt, würde ich dann ja auch nicht usw., und dass es viel viel größere Probleme gibt wird irgendwie gar nicht thematisiert.",60,30,0,0,21,1.022,1
4,6,223,2,0:34:17,0:34:26,80,21,38,9,9,2,"Ja, wenn, natürlich, wenn, also, da können, klar. Das ist ja da. Klar, wenn sowas passiert und das entwickelt sich weiter, dann kann einem das politische System tatsächlich // um die Ohren fliegen. //",30,99,0,0,9,1.022,1
4,6,224,1,0:34:25,0:34:38,80,21,38,9,9,3,"// Immer so, // die großen Krisen, selbst Anfänge des Nationalsozialismus, gingen deshalb, weil es vielen wirtschaftlich schlimm genug ging. (...) Und dann kommen Extremisten und können halt leicht Leute einfangen.",30,99,0,0,13,1.022,1
4,6,225,2,0:34:38,0:34:38,80,21,38,9,9,3,Ja.,30,99,0,0,1,1.022,1
4,6,226,1,0:34:42,0:34:47,80,21,38,9,9,3,"Und das geht auch für Deutschland, eben. Wenn es zu viele gibt, die zu wenig Kohle haben, einfach.",30,99,0,0,5,1.022,1
4,6,227,2,0:34:48,0:34:48,80,21,38,9,9,3,"Ja (nickt), das ist richtig.",30,99,0,0,1,1.022,1
4,6,228,2,0:34:53,0:34:59,80,21,38,9,9,3,"Wenn es genug gibt, die sich einreden können, dass irgendeine andere // Bevölkerungsgruppe // an irgendwas Schuld ist.",30,99,0,0,6,1.022,1
4,6,229,1,0:34:57,0:35:00,80,21,38,9,9,3,"// Jaja, // (...) (.) genau. Das ist richtig.",30,99,0,0,3,1.022,1
4,6,230,2,0:35:01,0:35:03,80,21,38,9,9,3,Dann macht das Tür und Tor auf für sowas.,30,99,0,0,2,1.022,1
4,6,231,1,0:35:03,0:35:08,80,21,38,9,9,3,"Darüber wird halt leider, finde ich, viel zu wenig geredet. Wahrscheinlich interessiert das auch viele nicht so, // wenn die jetzt alle in so einer Siutation sind, aber / //",60,30,0,0,5,1.022,1
4,6,232,2,0:35:07,0:35:12,80,21,38,9,9,3,"Nein, mit Sicherheit sogar nicht. Die interessieren sich halt dann dafür, weiß nicht, wie /",40,30,0,0,5,1.022,1
4,6,233,1,0:35:12,0:35:15,80,21,38,9,9,3,"Wie es konkret aussieht, // auch vom Konto her, jaja genau. //",40,30,0,0,3,1.022,1
4,6,234,2,0:35:13,0:35:18,80,21,38,9,9,3,"// wie mit der Chinafrage, ja, das ist, // ich glaube, dass viele da auch eine extrem egoistische Einstellung zu haben.",40,30,0,0,5,1.022,1
4,6,235,1,0:35:18,0:35:18,80,21,38,9,9,3,Ja.,40,30,0,0,1,1.022,1
4,6,240,1,0:36:12,0:36:12,80,51,37,9,9,3,(als Partner wieder in den Raum kommt) Willst du die Frage wissen?,30,99,0,0,1,1.022,1
4,6,241,2,0:36:13,0:36:13,80,51,37,9,9,3,Ja! (noch nicht im Bild),30,99,0,0,1,1.022,1
4,6,242,1,0:36:14,0:36:28,80,51,37,9,9,3,"Es geht jetzt um Arbeit eben und er hat gesagt (zählt mit den Fingern mit) so viele Minijobber, so viele, die noch einen Nebenjob haben und so, und die Frage an sie ist, ob ihre Meinung ist, jeder Job ist besser als gar keiner, ne? Und deswegen auch in die Richtung und so in Ordnung ist. Und (zeigt auf den Fernseher) sie hat bisher  drei Minuten länger geredet schon als er",30,99,0,0,14,1.022,1
4,6,243,2,0:36:19,0:36:19,80,51,37,9,9,3,Mhmh (verstehend). (kommt ins Bild und setzt sich wieder aufs Sofa),30,99,0,0,1,1.022,1
4,6,244,2,0:36:28,0:36:28,80,12,50,2,9,3,Oh krass!,60,40,0,0,1,1.022,1
4,6,245,1,0:36:29,0:36:32,80,22,50,2,9,3,"Vor allem, hab ich gar nicht so gemerkt, wenn du mich gefragt hättest, wäre mein Gefühl nicht so gewesen.",40,60,0,0,3,1.022,1
4,6,246,2,0:36:33,0:36:41,80,22,50,3,9,1,"Doch, ich hab schon das Gefühl gehabt, dass sie mehr geredet hat, was aber auch gut daran liegen kann, dass ich den Kram, den sie gesagt hat, bis jetzt wesentlich langweiliger fand.",60,40,0,0,8,1.022,1
4,6,247,1,0:36:41,0:36:47,80,22,50,3,9,2,"Ja, ich wollte auch gerade sagen, ich finde das so unterhaltsam und kurzweilig, was sie erzählt, weißt du, das kam mir vor wie nichts. (ironisch)",60,70,0,0,6,1.022,1
4,6,248,2,0:36:46,0:36:46,80,22,50,3,9,3,Ja.,60,99,0,0,1,1.022,1
4,6,251,2,0:37:22,0:37:23,99,21,37,3,9,2,(Atmet laut ein und aus und verdreht die Augen),99,99,0,1,1,1.022,1
4,6,252,2,0:38:10,0:38:12,80,21,37,9,9,1,"Alter, das ist aber doch auch das allerletzte, ehrlich gesagt!",60,99,0,0,2,1.022,1
4,6,253,1,0:38:12,0:38:13,80,21,37,9,9,1,Das ist richtig das letzte. (schüttelt den Kopf),60,99,0,0,1,1.022,1
4,6,254,2,0:38:15,0:38:22,80,21,37,9,9,1,"Also da (.), ich bin ja sonst dafür dass die sich so ziemlich aus so vielen Sachen möglichst raushalten sollten, aber das ist das aller aller letzte.",60,99,0,0,7,1.022,1
4,6,255,1,0:38:22,0:38:29,80,21,37,9,9,1,"(nickt) Ja, und da kann man sich drauf verlassen, da wird gemacht, was nur geht, // um irgendwie den Lohn zu drücken, Absicherungen zu drücken, ja. //",60,99,0,0,7,1.022,1
4,6,256,2,0:38:25,0:38:39,80,21,37,9,9,1,"Ja. (..) Und das ist, also das ist richtig richtig schäbig. (.) Wie gesagt, in einer perfekten Welt würde sowas halt wieder nicht funktionieren, weil dann das Unternehmen total // an Ansehen und so verlieren würde, ne? Aber da ist nunmal leider nicht so. //",60,99,0,0,14,1.022,1
4,6,257,1,0:38:35,0:38:40,80,21,37,9,9,1,"// Keine Kunden mehr finden würde, ja genau. Aber das ist halt nicht so. // Wichtiger ist, dass das alles billig ist.",60,99,0,0,5,1.022,1
4,6,258,2,0:38:41,0:38:41,80,21,37,9,9,3,Ja.,60,99,0,0,1,1.022,1
4,6,259,1,0:38:43,0:38:51,80,21,37,9,9,1,"Das finde ich auch richtig zum Kotzen, da bin ich halt immer kurz davor auszurasten und zu denken, so, das darf es halt gar nicht geben. Es darf nur einfache, ganz normale Arbeitsverträge geben. Und / (schüttelt den Kopf)",60,99,0,0,8,1.022,1
4,6,260,2,0:38:51,0:39:01,80,21,37,9,9,2,"Jaja, ich kann das verstehen. Das ist doch wirklich schäbig, so hinterlistige Sachen und so, aber im Prinzip (.), ja, ach, das ist alles sau kompliziert auch ey.",60,99,0,0,10,1.022,1
4,6,261,1,0:39:29,0:39:32,80,31,37,9,9,2,"Diese Werkverträge, das ist echt richtig krass, das hat so zugenommen.",60,30,0,0,3,1.022,1
4,6,262,2,0:39:33,0:39:38,80,31,37,9,9,2,"(nickt, atmet laut ein) Das klingt auch total schlimm. Ich äh, das hatte ich noch gar nicht so richtig mitbekommen.",60,30,0,0,5,1.022,1
4,6,263,1,0:39:40,0:40:21,80,31,37,9,9,2,"Das ist der Wahnsinn, ich sehe das immer selber bei so einer Fleischerei hier in Münster, das ist eine der größten, ich glaube viertgrößte oder so Schweineschlachterei, das sind halt nur Menschen, da würdest du ehrlich gesagt in Deutschland gar keine finden, die das machen, aus dem Ostbereich der EU, aus den Ostländern, und die kommen halt nur zum Arbeiten her, die sprechen halt gar kein Deutsch und gehen da halt mit Stundenlohn raus 3 bis 4 Euro, weil die diese Werkverträge haben. Die werden immer mit Bussen dahin gebracht, von werkseigenen Fahrern da, zu dem Werk, und werden hinterher da wieder abgeholt immer in so Unterkünfte, wo die so untergebracht werden, die auch ziemlich einfach sind, so Jugendherbergsmäßig. (schüttelt den Kopf)",50,60,0,0,41,1.022,1
4,6,264,2,0:39:44,0:39:48,80,31,37,9,9,3,Mhmh. (.) Ja. (..) Ja.,50,60,0,0,4,1.022,1
4,6,265,2,0:40:03,0:40:03,80,31,37,9,9,3,Okay.,50,60,0,0,1,1.022,1
4,6,266,2,0:40:20,0:40:36,80,31,37,9,9,2,"Ja, da ist halt das schlimme, dass es halt bei solchen Sachen, was dann teilweise wirklich halt nicht mehr so ist / Weil, was wir ja immer sagen ist, wenn wir zwei uns so unterhalten, je besser du deine Mitarbeiter behandelst, desto besser dein Produkt und so weiter // und so fort, ne? // Und, desto weniger läuft schief desto, eigentlich, ne? Aber /",60,30,0,0,16,1.022,1
4,6,267,1,0:40:30,0:40:32,80,31,37,9,9,2,"(nickt) Genau, genau.",60,30,0,0,2,1.022,1
4,6,268,1,0:40:36,0:40:38,80,31,37,9,9,2,"Aber das ist halt egal, wenn was schief läuft, ja.",60,30,0,0,2,1.022,1
4,6,269,2,0:40:38,0:40:44,80,31,37,9,9,2,"Ja, vielleicht ist das in solchen Betrieben dann einfach so ""ja scheiß drauf"". // Weißt du? // Das Schnitzel wird schon irgendwie fit.",60,30,0,0,6,1.022,1
4,6,270,1,0:40:42,0:40:43,80,31,37,9,9,2,// Und das ist richtig schrecklich. // (nickt),60,30,0,0,1,1.022,1
4,6,271,1,0:40:45,0:40:47,80,31,37,9,9,2,"Hauptsache billig und irgendwer kauft's, ja.",60,30,0,0,2,1.022,1
4,6,272,2,0:40:47,0:40:56,80,31,37,9,9,2,"Ja. (..) Ja, das ist schlimm sowas. Also ich stimme dir auch zu, also. (.) Aber jetzt, das ist halt alles /",60,30,0,0,9,1.022,1
4,6,273,1,0:40:57,0:41:13,80,31,37,9,9,2,"Du hast recht, da fehlt auch einfach ein bisschen der mündige Verbraucher, so zu sagen, der da eben wirtschaftlich Einfluss drauf nimmt, ne? Indem der eben da nicht mehr kauft. Aber wer macht das schon?  Das sind halt leider zu wenige. Es gibt mehr, so die sich um Nachhaltigkeit und Fair Trade und so Gedanken machen, aber das reicht ja bei weitem nicht.",60,30,0,0,16,1.022,1
4,6,274,2,0:41:01,0:41:01,80,31,37,9,9,2,Ja. (nickt),60,30,0,0,1,1.022,1
4,6,275,2,0:41:06,0:41:06,80,31,37,9,9,2,Ja leider Gottes zu (unv.),60,30,0,0,1,1.022,1
4,6,276,2,0:41:11,0:41:15,80,31,37,9,9,2,"Ja, (..) sind immer noch nicht genug bei, ja.",60,30,0,0,4,1.022,1
4,6,277,1,0:41:14,0:41:20,80,31,37,9,9,2,"Aber da sieht man gut, dass Fair Trade auch innerhalb des eigenen Landes schon eine Rolle spielt. (.)",30,99,0,0,6,1.022,1
4,6,278,2,0:41:18,0:41:19,80,31,37,9,9,2,Ja. (.). Ja. Jaja.,30,99,0,0,1,1.022,1
4,6,279,1,0:41:19,0:41:20,80,31,37,9,9,2,Nicht nur Kaffee.,30,99,0,0,1,1.022,1
4,6,280,2,0:41:20,0:41:22,80,31,37,9,9,2,"Aber halt auch, also /",30,99,0,0,2,1.022,1
4,6,281,2,0:41:30,0:41:31,80,31,12,9,1,2,"Oh, das ist ein guter Spruch gewesen.",60,99,0,0,1,1.022,1
4,6,282,1,0:41:32,0:41:35,80,31,12,9,2,3,Benutzt der gerne. (.) Habe ich schon fünfmal von dem gehört.,40,30,0,0,3,1.022,1
4,6,283,2,0:41:36,0:41:36,80,31,12,9,2,3,Ja?,40,30,0,0,1,1.022,1
4,6,284,1,0:41:36,0:41:39,80,31,12,9,2,2,"Mhmh. (nickt) Und die Schachteln sind alle leer (tut so, als würde er eine Schatel öffnen), sagt er dann immer.",40,30,0,0,3,1.022,1
4,6,285,2,0:41:40,0:41:51,80,31,12,3,1,2,"(lacht laut) Nix drin? (lacht) (.) Nee, aber das hat er sich ja gut überlegt, weil Merkel ja immer so auftritt wie heute. Und das ist ja wirklich viel so, dass man /",60,40,0,0,11,1.022,1
4,6,286,1,0:41:48,0:41:50,80,31,12,3,1,2,Mhmh (zustimmend). (.) Das stimmt.,60,40,0,0,2,1.022,1
4,6,287,2,0:42:38,0:42:38,99,31,12,9,9,3,Mh (Lächeln),20,99,1,0,1,1.022,1
4,6,288,2,0:42:58,0:42:58,80,31,37,9,1,1,JA!,60,20,0,0,1,1.022,1
4,6,289,1,0:42:59,0:43:03,80,31,37,9,1,1,"Ja das verhindert halt die Extremfälle, das schneidet extrem viele Spitzen raus aus meiner Sicht.",60,30,0,0,4,1.022,1
4,6,290,2,0:43:04,0:43:09,80,31,37,9,1,2,"Ja! Dann kannst du nämlich deine, dann ist deine / Ja. (.) Ja.",60,99,0,0,5,1.022,1
4,6,291,1,0:43:07,0:43:16,80,31,37,9,9,1,"Ja, wenn du die Verträge / Aber du musst halt immer fragen: In so einer Wohlstandsgesellschaft, in der wir sind, was sind das für Jobs, wo es nicht möglich ist acht Euro fünfzig zu zahlen.",50,30,0,0,9,1.022,1
4,6,292,2,0:43:16,0:43:18,80,31,37,9,9,1,DAS frag ich mich nämlich immer!,50,99,0,0,2,1.022,1
4,6,293,1,0:43:17,0:43:23,80,31,37,9,9,2,Dass du nicht ganz normal ein Kind davon ernähren kannst und vernünftig einigermaßen klarkommst mit dem Einkommen.,30,50,0,0,6,1.022,1
4,6,294,2,0:43:23,0:43:29,80,31,37,9,9,1,Ja das frag ich mich nämlich immer. WAS sind das für Jobs? Oder wo man halt hingeht und dann so wenig nur kriegt. So.,30,50,0,0,6,1.022,1
4,6,295,1,0:43:29,0:43:36,80,31,37,9,9,2,"Die, die sich sowas nicht leisten können, weil dann alles zu teuer wird, sind die, die eben selber nur so wenig verdienen. Aber das darf es dann eben insgesamt nicht mehr geben, so dass jeder /",60,30,0,0,7,1.022,1
4,6,296,2,0:43:36,0:43:46,80,31,37,9,9,2,"Ja, aber da sind, also die, die sich das wirklich nicht leisten können, ihren Mitarbeitern acht Euro fünzig die Stunde zu bezahlen, das ist ein Unternehmen, was eigentlich schon tot ist.",60,99,0,0,10,1.022,1
4,6,297,1,0:43:48,0:43:59,80,31,37,9,9,2,"Entweder so, oder, und das ist ja öfter das Problem, wie in der Fleischindustrie, wo das gerade besonders gerne gemacht wird, das ist ein gutes Beispiel dafür, das geht einfach als Gewinne in das Vermögen ein. (Gestik)",60,30,0,0,11,1.022,1
4,6,298,2,0:43:58,0:44:04,80,31,37,9,9,2,"Nein, klar, wir haben ja geredet darüber, dass man sich das nicht leisten könnte, wirklich nicht leisten könnte.",30,99,0,0,6,1.022,1
4,6,299,1,0:44:04,0:44:06,80,31,37,9,9,3,"Ja, also irgendwie, ja genau.",30,99,0,0,2,1.022,1
4,6,300,2,0:44:06,0:44:13,80,31,37,9,9,2,"Das ist ja ein Unternehmen, was sowieso schon am Sack ist, wenn das nicht mal reicht, ODER (Gestik) zu viele Leute beschäftigt. Eins von beidem.",60,30,0,0,7,1.022,1
4,6,301,1,0:44:09,0:44:10,80,31,37,9,9,3,"Ja, genau, ja, genau.",60,30,0,0,1,1.022,1
4,6,302,1,0:44:13,0:44:13,80,31,37,9,9,3,Ja.,60,30,0,0,1,1.022,1
4,6,303,2,0:44:14,0:44:14,80,31,37,9,9,3,Ja?,60,30,0,0,1,1.022,1
4,6,304,1,0:44:15,0:44:26,80,31,37,9,9,2,"Nee, genau, habe ich auch so verstanden. Das sind halt die zwei Sachen, die es gibt. (zeigt mit den Fingern): Entweder kriegt da einer den Hals halt nicht voll und zahlt halt so wenig, um es sich selbst einzustecken, // oder, es ist (..)  // genau",60,30,0,0,11,1.022,1
4,6,305,2,0:44:18,0:44:18,80,31,37,9,9,2,Ja. (nickt),60,30,0,0,1,1.022,1
4,6,306,2,0:44:22,0:44:28,80,31,37,9,9,3,Richtig. (nickt) (.) Oder das Unternehmen ist sowieso schon vermurkst. Und nicht (unv),60,30,0,0,6,1.022,1
4,6,307,1,0:44:29,0:44:35,80,31,37,9,9,2,"Deswegen finde ich das gar nicht so spektakuläre mit diesen, früher waren es sieben fünfzig jetzt acht fünfzig Mindestlohn, ich finde das recht vernünftig.",60,30,0,0,6,1.022,1
4,6,308,2,0:44:36,0:44:50,80,31,37,9,9,1,"Nein, ich hab da auch, das ist sogar auch die eine Sache, wo ich halt sagen kann ""JA"", und das sollte auch tatsächlich, jedes Unternehmen was halbwegs vernünftig läuft muss das bezahlen können. (.) Können.",60,99,0,0,14,1.022,1
4,6,309,1,0:44:51,0:45:03,80,31,37,9,9,1,"(nickt) Ja. (.) Weil man muss ja einfach mal rechnen, wie lanng man arbeiten muss um sich das und das zu erlauben, und das ist einfach zu krass. (Schulterzucken) Für vier Euro kannst du nicht arbeiten. So viel Zeit hat man nicht, dass man dann damit vernünftig leben könnte.",50,60,0,0,12,1.022,1
4,6,310,2,0:45:00,0:45:02,80,31,37,9,9,1,Nein! (.) Unmöglich.,60,99,0,0,2,1.022,1
4,6,311,2,0:46:02,0:46:15,80,21,37,9,9,2,"Man würde sich halt ja eigentlich wünschen, dass das niemand sagen muss, sondern dass das einfach so jovel alles ist, dass die Leute einfach sagen können ""Ja Meister, für vier Euro arbeite ich nicht bei dir.""",60,99,0,0,13,1.022,1
4,6,312,1,0:46:16,0:46:16,80,21,37,9,9,3,(nickt),60,99,0,0,1,1.022,1
4,6,313,2,0:46:17,0:46:23,80,21,37,9,9,3,"""Dann gehe ich halt zu denen, die acht Euro fünfzig bezahlen und dann kannst du entweder auch acht Euro fünfzig bezahlen oder du hast halt keinen der hier arbeitet.""",60,99,0,0,6,1.022,1
4,6,314,1,0:46:23,0:46:26,80,21,37,9,9,3,"Ja, aber geht halt nicht. (..) Ich finde das immer, ja /",60,99,0,0,3,1.022,1
4,6,315,2,0:46:24,0:46:36,80,21,37,9,9,2,"Ja, so toll ist halt eben leider nicht. Aber das wäre halt eigentlich das optimale, dass sich sowas tatsächlich so selber regulieren kann, dass es sich so selber reguliert, dass es gesund ist. Aber das geht ja anscheinend nicht.",60,99,0,0,12,1.022,1
4,6,316,1,0:46:36,0:46:36,80,21,37,9,9,3,Joa.,60,99,0,0,1,1.022,1
4,6,317,2,0:46:37,0:46:42,80,21,37,9,9,2,"Weil wenn sich das so selber reguliert, dass Leute für drei Euro die Stunde arbeiten, dann ist irgendwas gehörig schief gelaufen.",60,99,0,0,5,1.022,1
4,6,318,1,0:46:42,0:46:42,80,21,37,9,9,3,Joa.,60,99,0,0,1,1.022,1
4,6,319,2,0:47:05,0:47:13,80,11,36,9,9,1,"Das sollten sie von meiner Meinung nach übrigens komplett abschaffen. Beides. Das soll einfach in privater Hand liegen, da soll sich jeder serlber drum kümmern können.",60,99,0,0,8,1.022,1
4,6,320,1,0:47:14,0:47:30,80,11,20,9,9,2,"Ja, ich finde, es gibt ein paar wenige Ausnahmebereiche, zum Beispiel Richter, Staatsanwälte, Polizisten, die müssen aus meiner Sicht Beamte sein und vor allem völlig finanziell unabhängig. Dass Bestechligkeit völlig ausgeschlossen ist, weißt du? Dass es da keine Druckmittel // gibt (unv) //",60,99,0,0,16,1.022,1
4,6,321,2,0:47:29,0:47:39,80,11,20,9,9,2,// Bestechlichkeit ist nie komplett // ausgeschlossen!,60,99,0,0,10,1.022,1
4,6,322,1,0:47:31,0:47:39,80,11,20,9,9,2,"Nie komplett! Aber, das erleichtert das, wenn du halt unabhängig bist und es steht einfach per Gesetz für jeden gleich auch, jeden Richter, jeden Polizisten und so weiter, also diese Kernsachen.",60,99,0,0,8,1.022,1
4,6,323,2,0:47:38,0:47:40,80,11,20,9,9,3,Ja. (.) Ja.,60,99,0,0,2,1.022,1
4,6,324,1,0:47:40,0:47:44,80,11,20,9,9,2,"Aber wenn man ganz ehrlich ist, wo wir auch beide von betroffen sind, ein Lehrer muss nicht verbeamtet sein.",60,99,0,0,4,1.022,1
4,6,325,2,0:47:45,0:47:45,80,11,20,9,9,2,"Sollte // er nicht, nee. //",60,99,0,0,1,1.022,1
4,6,326,1,0:47:45,0:47:47,80,11,20,9,9,2,// Warum soll // der nicht einfach nur angestellt sein?,60,99,0,0,2,1.022,1
4,6,327,2,0:47:47,0:47:49,80,11,20,9,9,2,"Weiß ich nicht, ich habe keine Ahnung warum.",60,99,0,0,2,1.022,1
4,6,328,1,0:47:48,0:47:48,80,11,20,9,9,3,Ja. (zuckt mit der Schulter),60,99,0,0,1,1.022,1
4,6,329,2,0:47:51,0:48:03,80,11,20,9,9,2,"Aber ich finde Beamtentum würde ich, also / Dann muss ich für die eine andere Lösung finden. Das Beamtentum an sich hat ausgedient und kann weg und gesetzliche Rente und gesetzliche Rentenversicherung // kann auch weg. //",60,99,0,0,12,1.022,1
4,6,330,1,0:48:03,0:48:04,80,11,36,9,9,3,// Kann auch weg // deiner Meinung nach.,60,99,0,0,1,1.022,1
4,6,331,2,0:48:04,0:48:16,80,11,36,9,9,1,"Absolut! Ja! Warum zum Teufel, WARUM lässt man sich / Und da sind wir nämlich wieder dabei. Warum macht man es nicht? Weil dann viele Leute so ""Oh, ja, mh, alles ausgegeben.""",60,70,0,0,12,1.022,1
4,6,332,1,0:48:17,0:48:23,80,11,36,9,9,2,"Jaja, genau. Und was macht man dann mit denen? Die kommen dann in die Grundsicherung, ganz normal, als wenn das schon vorher passiert wäre, deine Meinung nach.",60,99,0,0,6,1.022,1
4,6,333,2,0:48:18,0:48:18,80,11,36,9,9,3,"Ja, gut.",60,99,0,0,1,1.022,1
4,6,334,2,0:48:21,0:48:23,80,11,36,9,9,2,(Schlägt sich auf das Bein) Was will man denn machen?,60,99,0,0,2,1.022,1
